0.644575574670366,0.125,0
0.434359220028744,0.434359220028744,2
0.434359216769115,0.434359216769115,3
0.743718441733993,0.125,1
0.434359221252664,0.434359220028744,4
0.743718440057488,0.125,5
0.743718440057488,0.125,0
0.125,0.125,2
0.434359216769115,0.434359216769115,3
0.588073508403507,0.125,1
0.434359221252664,0.343750002304906,4
0.743718440057488,0.125,5
0.743718440057488,0.125,0
0.434359221118951,0.434359216769115,2
0.743718440057488,0.562500004609812,3
0.743718440057488,0.125,1
0.125,0.34375,4
0.743718440057488,0.125,5
0.138443310371683,0.125,0
0.434359216769115,0.434359216769115,2
0.743718433538229,0.5625,3
0.743718436797858,0.125,1
0.434359216769115,0.125,4
0.743718440057488,0.125,5
0.131646749758485,0.125,0
0.743718440057488,0.562500004609812,2
0.434359216769115,0.434359216769115,3
0.738611699699317,0.125,1
0.125,0.343750002304906,4
0.743718440057488,0.125,5
0.690155393309327,0.125,0
0.434359220028744,0.434359220028744,2
0.743718440057488,0.125,3
0.743718441733993,0.125,1
0.743718440057488,0.125,4
0.743718440057488,0.125,5
